CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8570","CHEM 122L","4","General Chemistry Lab II","1","  AINW","Lab","T","1330-1720","FORBES 3002","Abdel-Fattah, Tarek","24","Open",
"8571","CHEM 122L","5","General Chemistry Lab II","1","  AINW","Lab","T","1330-1720","FORBES 3009","Shima, Sumie","24","Open",
"8572","CHEM 122L","6","General Chemistry Lab II","1","  AINW","Lab","R","1330-1720","FORBES 3009","Shima, Sumie","22","Open",
"8573","CHEM 122L","7","General Chemistry Lab II","1","  AINW","Lab","M","1300-1650","FORBES 3009","Shima, Sumie","24","Open",
"8574","CHEM 122L","8","General Chemistry Lab II","1","  AINW","Lab","T","0830-1220","FORBES 3009","Shima, Sumie","24","Open",
"8575","CHEM 122L","9","General Chemistry Lab II","1","  AINW","Lab","W","1800-2150","FORBES 3009","Forte, Steven","24","Open",
"8579","CHEM 222","1","Organic Chemistry II","3","","Lec","MWF","1000-1050","FORBES 1022","Higgs, Andrew","48","Open",
"8580","CHEM 222","2","Organic Chemistry II","3","","Lec","MWF","1200-1250","FORBES 1022","Liskin, Dmitry","86","Open",
"8581","CHEM 222L","1","Organic Chemistry Lab II","1","","Lab","T","0830-1220","FORBES 3052","Carney, Tiffany","24","Open",
"8582","CHEM 222L","2","Organic Chemistry Lab II","1","","Lab","M","1300-1650","FORBES 3052","Staff, CNU","0","Closed",
"8583","CHEM 222L","3","Organic Chemistry Lab II","1","","Lab","W","1300-1650","FORBES 3052","Liskin, Dmitry","24","Open",
"8584","CHEM 222L","4","Organic Chemistry Lab II","1","","Lab","R","1800-2150","FORBES 3052","Carney, Tiffany","24","Open",
"8585","CHEM 222L","5","Organic Chemistry Lab II","1","","Lab","R","1330-1720","FORBES 3052","Higgs, Andrew","24","Open",
"8586","CHEM 222L","6","Organic Chemistry Lab II","1","","Lab","T","1800-2150","FORBES 3052","Eribal, Carla Sue","24","Open",
"8587","CHEM 222L","7","Organic Chemistry Lab II","1","","Lab","W","1800-2150","FORBES 3052","Liskin, Dmitry","24","Open",
"8588","CHEM 222L","8","Organic Chemistry Lab II","1","","Lab","T","1330-1720","FORBES 3052","Higgs, Andrew","24","Open",
"8589","CHEM 342","1","Physical Chemistry II","3","","Lec","MWF","1000-1050","FORBES 3048","Patterson, Joshua","19","Open",
"8590","CHEM 342L","1","Physical Chemistry Lab II","1","","Lab","W","1330-1720","FORBES 3048","Patterson, Joshua","19","Open",
"8591","CHEM 361","1","Analytical Chemistry","3","","Lec","MWF","1200-1250","FORBES 2070D","Quinlan, Ronald","48","Open",
"8592","CHEM 361L","1","Analytical  Chemistry Lab","1","","Lab","R","0830-1220","FORBES 3040","Quinlan, Ronald","24","Open",
"8593","CHEM 361L","2","Analytical  Chemistry Lab","1","","Lab","R","1330-1720","FORBES 3040","Quinlan, Ronald","24","Open",
"8594","CHEM 435","1","Nanochemistry &amp; Nanotechnology","3","","Lec","TR","1100-1215","FORBES 3048","Abdel-Fattah, Tarek","15","Open",
"8595","CHEM 470","1","Advanced Organic Chemistry","3","","Lec","TR","0930-1045","FORBES 3048","Carney, Jeffrey","15","Open",
"8596","CHEM 492","1","WI: POGIA-A Chemistry Capstone","3","  WI","Lec","M","1300-1530","FORBES 3048","Patterson, Joshua","19","Open",
"8787","CHEM 535","1","Nanochemistry &amp; Nanotechnology","3","","Lec","TR","1100-1215","FORBES 3048","Abdel-Fattah, Tarek","4","Open",
"8788","CHEM 570","1","Advanced Organic Chemistry","3","","Lec","TR","0930-1045","FORBES 3048","Carney, Jeffrey","4","Open",
"8674","CHIN 102","1","Beginning Chinese II","3","","Lec","MWF","1000-1050","MCM 160","Smith, Jonathan","19","Open",
"8675","CHIN 102","2","Beginning Chinese II","3","","Lec","MWF","1100-1150","MCM 160","Smith, Jonathan","19","Open",
"8676","CHIN 202","1","Intermediate Chinese II","3","  LLFL","Lec","MWF","1300-1350","FORBES 2012","Smith, Jonathan","19","Open",
"8678","CLST 211","1","Ancient Athens","3","  AIWT","Lec","MWF","1400-1450","MCM 360","Padilla, Mark","34","Open",
"9228","CLST 211","2","Ancient Athens","3","  AIWT","Lec","MWF","0900-0950","MCM 114","Padilla, Mark","34","Open",
"9227","CLST 317","1","Trojan War: Myth, Hist, Legacy","3","","Lec","MWF","1000-1050","MCM 366","Pollio, David","15","Open",
"9189","CLST 321","1","Dictators, Demagogues, &amp; Decln","3","  AIWT","Lec","MWF","1100-1150","MCM 364","Buszard, Bradley","15","Open",
"9234","CLST 417","1","WI:Trojan War: Myth Hist Legcy","3","  WI","Lec","MWF","1000-1050","MCM 366","Pollio, David","4","Open",
"9190","CLST 421","1","WI:Demagogues, Dictators, Decl","3","  AIWT  WI","Lec","MWF","1100-1150","MCM 364","Buszard, Bradley","4","Open",
"9137","COLL 150","1","The Intentional Learner","2","","Lec","MW","1200-1250","MCM 262","Moody, Michelle","0","Closed",
"9138","COLL 150","2","The Intentional Learner","2","","Lec","MW","1730-1820","MCM 207","Staff, CNU","0","Closed",
"9139","COLL 150","3","The Intentional Learner","2","","Lec","TR","1330-1420","MCM 207","Staff, CNU","0","Closed",
"9148","COLL 277","1","Internship: Course for Career","1 - 3","","Pra","","","ARR ","Hobgood, Sarah; Staton, Logan","19","Open",
"8994","COMM 201","1","Public Speaking","3","","Lec","M","1930-2215","LUTR 142","Connelly, Christopher","16","Open",
"8995","COMM 201","2","Public Speaking","3","","Lec","TR","1630-1745","FORBES 2012","Williams, Franklin","16","Open",
"8996","COMM 201","3","Public Speaking","3","","Lec","TR","1800-1915","FORBES 2012","Williams, Franklin","16","Open",
"8997","COMM 201","4","Public Speaking","3","","Lec","MW","1800-1915","LUTR 139","Wroten, Amanda","16","Open",
"8998","COMM 201","5","Public Speaking","3","","Lec","MW","1930-2045","LUTR 139","Wroten, Amanda","16","Open",
"8999","COMM 201","6","Public Speaking","3","","Lec","MWF","1100-1150","TRIB 1210","Tabbanor, Michelle","16","Open",
"9000","COMM 201","7","Public Speaking","3","","Lec","MWF","1200-1250","TRIB 1210","Tabbanor, Michelle","16","Open",
"9001","COMM 211","1","Interpersonal Communication","3","","Lec","MWF","1300-1350","LUTR 121","Lane, Brianna","95","Open",
"9003","COMM 222","1","Media, Culture, and Technology","3","","Lec","TR","0930-1045","MCM 101","Biddle, Kathryn","99","Open",
"9004","COMM 232","1","Comm Through Digital Media","3","  AICE","Lec","MWF","1400-1450","LUTR 347","Kearney, Colin","19","Open",
"9005","COMM 232","2","Comm Through Digital Media","3","  AICE","Lec","MWF","1500-1550","LUTR 347","Kearney, Colin","19","Open",
"9006","COMM 239","1","Argumentation","3","  LLFR","Lec","TR","1800-1915","LUTR 131","Ashby, John","19","Open",
"9007","COMM 239","2","Argumentation","3","  LLFR","Lec","TR","1930-2045","LUTR 131","Ashby, John","19","Open",
"9008","COMM 239","3","Argumentation","3","  LLFR","Lec","TR","1630-1745","LUTR 139","Staff, CNU","19","Open",
"9009","COMM 239","4","Argumentation","3","  LLFR","Lec","TR","1800-1915","LUTR 139","Staff, CNU","19","Open",
"9145","COMM 249","5","Introduction to Rhetoric","3","","Lec","MWF","1000-1050","FORBES 2088","Connable, Sean","19","Open",
"9146","COMM 249","6","Introduction to Rhetoric","3","","Lec","MWF","1100-1150","FORBES 2088","Connable, Sean","19","Open",
"9147","COMM 249","7","Introduction to Rhetoric","3","","Lec","TR","1100-1215","FORBES 2014","Smith, James","19","Open",
"9013","COMM 291","1","Internship in Communication","1 - 3","","Int","","","ARR ","Smith, James","0","Closed",
"9014","COMM 302","1","Critical Media Theory","3","","Lec","TR","1330-1445","LUTR 139","Sarkissian, Raffi","18","Open",
"9015","COMM 302","2","Critical Media Theory","3","","Lec","TR","1500-1615","LUTR 139","Sarkissian, Raffi","19","Open",
"9016","COMM 303","1","Rhetorical Theory","3","","Lec","TR","0930-1045","MCM 162","Sery, Joseph","19","Open",
"9017","COMM 304","1","Interpersonal Theory","3","","Lec","TR","1100-1215","FORBES 3012","Roach&#233;, David","19","Open",
"9018","COMM 304","2","Interpersonal Theory","3","","Lec","TR","1330-1445","MCM 360","Roach&#233;, David","19","Open",
"9019","COMM 315","1","Historical Topics in Media","3","","Lec","MWF","1100-1150","LUTR 139","Kearney, Colin","26","Open",
"9020","COMM 315","2","Historical Topics in Media","3","","Lec","MWF","1000-1050","LUTR 139","Kearney, Colin","26","Open",
"9022","COMM 322","1","Communication &amp; Social Media","3","","Lec","TR","1100-1215","MCM 101","Biddle, Kathryn","26","Open",
"9023","COMM 322","2","Communication &amp; Social Media","3","","Lec","TR","1500-1615","FORBES 2074","Biddle, Kathryn","26","Open",
"9024","COMM 323","1","Listening, Contempltn &amp; Dialog","3","","Lec","MWF","1400-1450","LUTR 139","Connable, Sean","26","Open",
"9025","COMM 323","2","Listening, Contempltn &amp; Dialog","3","","Lec","MWF","1500-1550","LUTR 139","Connable, Sean","26","Open",
"9026","COMM 325","1","Persuasion","3","","Lec","TR","1330-1445","FERG 220","Smith, James","26","Open",
"9027","COMM 330","1","Commnctng Gender, Race &amp; Class","3","","Lec","TR","1330-1445","FORBES 2012","Stern, Danielle","19","Open",
"9028","COMM 330","2","Commnctng Gender, Race &amp; Class","3","","Lec","TR","1500-1615","FORBES 2012","Stern, Danielle","19","Open",
"9029","COMM 335","1","Rhetoric and Politics","3","","Lec","MWF","1200-1250","LUTR 131","Steiner, Mark","19","Open",
"9030","COMM 357","1","Tpcs in Media, Comm &amp; Pop Cult","3","","Lec","M","1930-2215","LUTR 242","Meyer, Michaela","19","Open",
"9031","COMM 360","1","Health &amp; Medical Communication","3","","Lec","TR","0930-1045","LUTR 139","Veksler, Alice","26","Open",
"9032","COMM 367","1","Contemporary Tpcs Health Comm","3","","Lec","TR","1100-1215","MCM 162","Sery, Joseph","19","Open",
"9033","COMM 367","2","Contemporary Tpcs Health Comm","3","","Lec","TR","1500-1615","MCM 307","Sery, Joseph","19","Open",
"9150","COMM 389","1","Relationships and Technology","3","","Lec","MW","1600-1715","LUTR 139","Roach&#233;, David","26","Open",
"9034","COMM 402","1","Media Research Methods","3","","Lec","TR","1100-1215","LUTR 139","Sarkissian, Raffi","0","Closed",
"9035","COMM 415","1","Rhetoric and Religion","3","","Lec","MWF","1300-1350","LUTR 131","Steiner, Mark","19","Open",
"9036","COMM 452","1","WI: Sr Research in Comm","3","  WI","Lec","TR","0930-1045","FERG 207","Lane, Brianna","0","Closed",
"9037","COMM 452","2","WI: Sr Research in Comm","3","  WI","Lec","TR","0930-1045","LUTR 269","Manning, Linda","0","Closed",
"9038","COMM 452","3","WI: Sr Research in Comm","3","  WI","Lec","MWF","1100-1150","LUTR 131","Meyer, Michaela","0","Closed",
"9039","COMM 452","4","WI: Sr Research in Comm","3","  WI","Lec","T","1930-2215","LUTR 139","Stern, Danielle","0","Closed",
"9040","COMM 452","5","WI: Sr Research in Comm","3","  WI","Lec","MWF","1000-1050","LUTR 131","Steiner, Mark","0","Closed",
"9041","COMM 491","1","Practicum in Communication","1 - 3","","Pra","","","ARR ","Smith, James","0","Closed",
"8001","CPEN 214","1","Digital Logic Design","3","","Lec","TR","1330-1445","LUTR 347","Gerousis, Costa","34","Open",
"8002","CPEN 315","1","Digital System Design","3","","Lec","TR","0930-1045","LUTR 170","Gerousis, Costa","29","Open",
"8003","CPEN 315L","1","Digital System Design Lab","1","","Lab","M","1500-1745","LUTR 206","Fernandez, Jose","18","Open",
"8004","CPEN 315L","2","Digital System Design Lab","1","","Lab","M","1800-2045","LUTR 206","Fernandez, Jose","18","Open",
"8049","CPEN 371","1","WI: Computer Ethics","2","  WI","Lec","MW","1300-1350","LUTR 322","Dewing, Susan","19","Open",
"8050","CPEN 371","2","WI: Computer Ethics","2","  WI","Lec","MW","1400-1450","LUTR 322","Dewing, Susan","19","Open",
"8051","CPEN 371","3","WI: Computer Ethics","2","  WI","Lec","MW","1500-1550","LUTR 322","Valdez, Katherine","19","Open",
"8052","CPEN 371","4","WI: Computer Ethics","2","  WI","Lec","MW","1600-1650","LUTR 322","Valdez, Katherine","19","Open",
"8053","CPEN 414","1","Computer Architecture","3","","Lec","TR","0800-0915","LUTR 170","Gerousis, Costa","24","Open",
"8054","CPEN 422","1","Microprocessors","3","","Lec","TR","1500-1615","LUTR 322","Wang, Dali","24","Open",
"8055","CPEN 498","1","Computer Engineering Capstn 2","2","","Ind","MWF","1100-1150","LUTR 322","Wang, Dali","19","Open",
"8076","CPSC 110","1","Introduction to Computing","3","  LLFR","Lec","MW","1800-1915","LUTR 258","Hawkins, Kenneth","44","Open",
"8077","CPSC 110","2","Introduction to Computing","3","  LLFR","Lec","MW","1930-2045","LUTR 258","Hawkins, Kenneth","44","Open",
"8078","CPSC 110","3","Introduction to Computing","3","  LLFR","Lec","MW","2100-2215","LUTR 258","Hawkins, Kenneth","44","Open",
"8079","CPSC 110","4","Introduction to Computing","3","  LLFR","Lec","MWF","1400-1450","LUTR 258","Davis, Kimberly","44","Open",
"9214","CPSC 140","1","Intro-Comp Prog w/ Multimedia","3","  LLFR","Lec","MWF","1500-1550","LUTR 323","Singh, Reena","24","Open",
"8121","CPSC 150","1","Introduction to Programming","3","  LLFR","Lec","MW","1600-1715","LUTR 236","Belsky, Daniel","24","Open",
"8122","CPSC 150","2","Introduction to Programming","3","  LLFR","Lec","MWF","1400-1450","LUTR 236","Singh, Reena","24","Open",
"8123","CPSC 150","3","Introduction to Programming","3","  LLFR","Lec","MWF","1300-1350","LUTR 236","Singh, Reena","24","Open",
"9215","CPSC 150","4","Introduction to Programming","3","  LLFR","Lec","MWF","0900-0950","LUTR 236","Singh, Reena","24","Open",
"8124","CPSC 150L","1","Intro to Programming Lab","1","","Lab","T","1330-1515","LUTR 258","Belsky, Daniel; Ramey, Jonathan","24","Open",
"8125","CPSC 150L","2","Intro to Programming Lab","1","","Lab","W","1600-1745","LUTR 323","Belsky, Daniel; Ramey, Jonathan","24","Open",
"8126","CPSC 150L","3","Intro to Programming Lab","1","","Lab","W","1930-2115","LUTR 236","Belsky, Daniel; Ramey, Jonathan","24","Open",
"8093","CPSC 215","1","Software Pkgs-Busn Applcations","3","","Lec","MWF","1400-1450","LUTR 109","Jones, Doretha","23","Open",
"8116","CPSC 215","2","Software Pkgs-Busn Applcations","3","","Lec","MWF","1500-1550","LUTR 109","Jones, Doretha","24","Open",
"8117","CPSC 215","3","Software Pkgs-Busn Applcations","3","","Lec","MW","1800-1915","LUTR 109","Leybold, Alan","24","Open",
"8118","CPSC 215","4","Software Pkgs-Busn Applcations","3","","Lec","MW","1930-2045","LUTR 109","Leybold, Alan","24","Open",
"8119","CPSC 215","5","Software Pkgs-Busn Applcations","3","","Lec","MW","1600-1715","LUTR 109","Jones, Doretha","24","Open",
"8120","CPSC 215","6","Software Pkgs-Busn Applcations","3","","Lec","MWF","1100-1150","LUTR 109","Davis, Kimberly","24","Open",
"8127","CPSC 216","1","Multimedia and Web Publishing","3","","Lec","MWF","1000-1050","LUTR 109","Davis, Kimberly","24","Open",
"8128","CPSC 216","2","Multimedia and Web Publishing","3","","Lec","MWF","1300-1350","LUTR 258","Davis, Kimberly","24","Open",
"8129","CPSC 250","1","Progrmng for Data Manipulation","3","","Lec","MWF","1000-1050","LUTR 236","Conner, David","24","Open",
"8130","CPSC 250","2","Progrmng for Data Manipulation","3","","Lec","MWF","1100-1150","LUTR 236","Belsky, Daniel","24","Open",
"8131","CPSC 250","3","Progrmng for Data Manipulation","3","","Lec","MWF","1500-1550","LUTR 236","Belsky, Daniel","24","Open",
"8132","CPSC 250","4","Progrmng for Data Manipulation","3","","Lec","TR","1630-1745","LUTR 236","Connolly, Paul","24","Open",
"8133","CPSC 250","5","Progrmng for Data Manipulation","3","","Lec","TR","1800-1915","LUTR 236","Phelps, William","24","Open",
"8134","CPSC 250L","1","Prog for Data Manipulation Lab","1","","Lab","R","1330-1515","LUTR 109","Conner, David; Nguyen, Andrew","19","Open",
"8135","CPSC 250L","2","Prog for Data Manipulation Lab","1","","Lab","R","1800-1945","LUTR 109","Conner, David; Kaufman, Jonathan","19","Open",
"8136","CPSC 250L","3","Prog for Data Manipulation Lab","1","","Lab","W","1930-2115","LUTR 323","Phelps, William; Kaufman, Jonathan","19","Open",
"8137","CPSC 250L","4","Prog for Data Manipulation Lab","1","","Lab","R","2000-2145","LUTR 109","Phelps, William; Kaufman, Jonathan","19","Open",
"8138","CPSC 250L","5","Prog for Data Manipulation Lab","1","","Lab","F","1200-1345","LUTR 323","Staff, CNU","19","Open",
"8139","CPSC 250L","6","Prog for Data Manipulation Lab","1","","Lab","T","1800-1945","LUTR 109","Conner, David; Nguyen, Andrew","19","Open",
"8140","CPSC 255","1","Programming for Applications","3","","Lec","MWF","1000-1050","LUTR 323","McElfresh, Scott","24","Open",
"8141","CPSC 255","2","Programming for Applications","3","","Lec","MWF","1100-1150","LUTR 323","McElfresh, Scott","24","Open",
"8142","CPSC 270","1","Data and File Structures","3","","Lec","TR","1100-1215","LUTR 236","Siochi, Antonio","24","Open",
"8143","CPSC 270","2","Data and File Structures","3","","Lec","TR","1330-1445","LUTR 236","Siochi, Antonio","24","Open",
"8144","CPSC 270","3","Data and File Structures","3","","Lec","TR","0930-1045","LUTR 236","Siochi, Antonio","24","Open",
"8145","CPSC 280","1","Intro to Software Engineering","3","","Lec","MWF","1000-1050","LUTR 258","Flores, Roberto","24","Open",
"8146","CPSC 280","2","Intro to Software Engineering","3","","Lec","MWF","0900-0950","LUTR 258","Flores, Roberto","24","Open",
"8147","CPSC 327","1","C++ Programming","3","","Lec","TR","1500-1615","LUTR 236","Perkins, Keith","24","Open",
"8148","CPSC 335","1","Data Communication Systems","3","","Lec","MW","1800-1915","LUTR 323","Cheney, Lonnie","19","Open",
"8149","CPSC 351","1","Info Sys Design/Implementation","3","","Lec","TR","0930-1045","LUTR 322","Lapke, Michael","24","Open",
"8150","CPSC 351","2","Info Sys Design/Implementation","3","","Lec","TR","1630-1745","LUTR 258","Lapke, Michael","24","Open",
"8151","CPSC 360","1","Programming Language Concepts","3","","Lec","TR","0800-0915","LUTR 236","Siochi, Antonio","29","Open",
"8176","CPSC 410","1","Operating Systems I","3","","Lec","TR","1100-1215","LUTR 258","Perkins, Keith","24","Open",
"8177","CPSC 410","2","Operating Systems I","3","","Lec","TR","0930-1045","LUTR 258","Perkins, Keith","24","Open",
"8180","CPSC 420","1","Algorithms","3","","Lec","MW","1600-1715","LUTR 264","McElfresh, Scott","24","Open",
"8181","CPSC 420","2","Algorithms","3","","Lec","MW","1800-1915","LUTR 236","McElfresh, Scott","24","Open",
"8183","CPSC 440","1","Database Management Systems","3","","Lec","MWF","1500-1550","LUTR 242","Almalag, Mohammad","23","Open",
"8184","CPSC 440","2","Database Management Systems","3","","Lec","MWF","1300-1350","LUTR 109","Almalag, Mohammad","23","Open",
"8185","CPSC 445","1","WI: Information Systems Lab","3","  WI","Ind","TR","1330-1445","LUTR 323","Lapke, Michael","14","Open",
"8186","CPSC 472","1","Introduction to Robotics","3","","Lec","MWF","1500-1550","LUTR 170","Conner, David","19","Open",
"9218","CPSC 495","1","SPC TP: Computer Networking","3","","Lec","MW","1600-1715","LUTR 242","Almalag, Mohammad","19","Open",
"8187","CPSC 498","1","Capstone Project-Comp Science","3","","Lec","MWF","1100-1150","LUTR 258","Flores, Roberto","24","Open",
"8198","CPSC 502","1","Communications I","3","","Lec","MW","1600-1715","LUTR 242","Almalag, Mohammad","19","Open",
"8199","CPSC 521","1","Computer Architecture","3","","Lec","TR","0800-0915","LUTR 170","Gerousis, Costa","9","Open",
"8087","CRIM 208","1","Crime in America","3","","Lec","MWF","1100-1150","LUTR 142","Briddell, Laine","0","Closed",
"8088","CRIM 208","2","Crime in America","3","","Lec","MWF","1200-1250","LUTR 142","Briddell, Laine","0","Closed",
"8089","CRIM 319","1","Deviant Behavior","3","","Lec","TR","1330-1445","LUTR 131","Harris, Jaime","10","Open",
"8090","CRIM 319","2","Deviant Behavior","3","","Lec","TR","1500-1615","LUTR 137","Harris, Jaime","10","Open",
"9221","CRIM 335","1","Crime and Inequality","3","","Lec","W","1800-2045","LUTR 376","Staff, CNU","15","Open",
"8092","CRIM 390","1","WI: Criminological Theory","3","  WI","Lec","TR","0930-1045","FORBES 2088","Briddell, Laine","17","Open",
"9210","CRIM 395","1","SPC TP: Women and Crime","3","","Lec","M","1800-2045","LUTR 376","Snell, Julie","15","Open",
"9212","CRIM 395","2","SPC TP:Mntl Hlth/Crimnl Justic","3","","Lec","TR","1500-1615","FERG 201","Keener, Steven","19","Open",
"8091","CRIM 491","1","Internship in Criminology","3","","Int","","","ARR ","Briddell, Laine","12","Open",
"8069","CYBR 198","1","First Yr Cybersecurity Seminar","1","","Lec","W","1300-1350","LUTR 323","Kreider, Christopher","12","Open",
"8070","CYBR 298","1","Second Yr Cybersecurity Seminr","1","","Lec","W","1300-1350","LUTR 323","Kreider, Christopher","12","Open",
"8071","CYBR 428","1","Network Security &amp; Cryptogrphy","3","","Lec","TR","1500-1615","LUTR 323","Kreider, Christopher","19","Open",
"8072","CYBR 429","1","Computer &amp; System Security","3","","Lec","TR","1100-1215","LUTR 323","Kreider, Christopher","19","Open",
"8074","CYBR 448","1","Adv Cyber Sec &amp; Cryptography","3","","Lec","TR","1800-1915","LUTR 323","Marlowe, Kevin","19","Open",
"8073","CYBR 498","1","WI: Cyber Security Capstone","3","  WI","Lec","TR","1330-1445","LUTR 323","Lapke, Michael","5","Open",
"8169","DANC 204","1","Ballet I","3","  AICE","Lec","MW","1100-1215","FERG T177","Lent, Jennifer","17","Open",
"8170","DANC 204","2","Ballet I","3","  AICE","Lec","MW","1300-1415","FERG T177","Lloyd, Laura","17","Open",
"8171","DANC 205","1","Classic Jazz Technique","3","  AICE","Lec","MW","1600-1715","FERG T177","Lent, Jennifer","17","Open",
"8172","DANC 206","1","Modern Dance I","3","  AICE","Lec","TR","0930-1045","FERG T177","Bellecci, Ann","17","Open",
"8173","DANC 304","1","Ballet II","3","","Lec","TR","1330-1445","FERG T177","Lloyd, Laura","17","Open",
"8174","DANC 340","1","WI:Dance Hist &amp; Contemp Persp","3","  WI","Lec","TR","1500-1615","FERG T177","Bellecci, Ann","19","Open",
"8175","DANC 360","1","Afro-Caribbean","3","  AIGM","Lec","TR","1100-1215","FERG T177","Bellecci, Ann","17","Open",
"8178","DANC 381","1","Production in Dance","0 - 1","","Lab","","","ARR ","Bellecci, Ann","0","Closed",
"8179","DANC 430","1","Advanced Dance Styles","3","","Lec","MW","1430-1545","FERG T177","Lloyd, Laura","17","Open",
"8075","DATA 301","1","Data Science Methodology","3","","Lec","MWF","0900-0950","LUTR 323","Perkins, Keith","24","Open",
"9042","ECON 200","1","The Economic Way of Thinking","3","  LLFE","Lec","MWF","1300-1350","LUTR 142","Hamed, Hazem","26","Open",
"9043","ECON 200","2","The Economic Way of Thinking","3","  LLFE","Lec","MWF","1400-1450","LUTR 142","Hamed, Hazem","19","Open",
"9044","ECON 200","3","The Economic Way of Thinking","3","  LLFE","Lec","TR","1330-1445","LUTR 121","Chakraborti, Rik","95","Open",
"9045","ECON 201","1","Principles of Macroeconomics","3","  LLFE","Lec","MWF","1000-1050","LUTR 121","Kotula, Gemma","95","Open",
"9046","ECON 201","2","Principles of Macroeconomics","3","  LLFE","Lec","MWF","1400-1450","FORBES 2014","Winder, Robert","19","Open",
"9047","ECON 201","3","Principles of Macroeconomics","3","  LLFE","Lec","MWF","1500-1550","FORBES 2014","Winder, Robert","26","Open",
"9048","ECON 201","4","Principles of Macroeconomics","3","  LLFE","Lec","M","1800-2045","LUTR 269","Hamed, Hazem","49","Open",
"9049","ECON 201","5","Principles of Macroeconomics","3","  LLFE","Lec","T","1800-2045","FORBES 2070C","Harford, Joshua","26","Open",
"9050","ECON 201","6","Principles of Macroeconomics","3","  LLFE","Lec","W","1800-2045","LUTR 170","Harford, Joshua","19","Open",
"9051","ECON 202","1","Principles of Microeconomics","3","  LLFE","Lec","TR","1500-1615","LUTR 121","He, Zhaochen","95","Open",
"9052","ECON 202","2","Principles of Microeconomics","3","  LLFE","Lec","MWF","1100-1150","FORBES 2012","Zestos, George","19","Open",
"9053","ECON 202","3","Principles of Microeconomics","3","  LLFE","Lec","TR","1500-1615","FORBES 1022","Jiang, Yixiao","95","Open",
"9054","ECON 202","4","Principles of Microeconomics","3","  LLFE","Lec","T","1800-2045","FORBES 2070D","Cann-Tamakloe, Ralph","19","Open",
"9055","ECON 202","5","Principles of Microeconomics","3","  LLFE","Lec","W","1800-2045","LUTR 269","Hines, Sunita","19","Open",
"9056","ECON 202","6","Principles of Microeconomics","3","  LLFE","Lec","R","1800-2045","FORBES 2070A","Cann-Tamakloe, Ralph","19","Open",
"9254","ECON 202","7","Principles of Microeconomics","3","  LLFE","Lec","MWF","1500-1550","LUTR 131","Zestos, George","19","Open",
"9057","ECON 300","1","Quantitative Methods in ECON","3","","Lec","TR","1330-1445","FORBES 3014","Jiang, Yixiao","25","Open",
"9058","ECON 303","1","Intrm Microeconomic Analysis","3","","Lec","MWF","0900-0950","LUTR 137","Hamed, Hazem","19","Open",
"9059","ECON 303","2","Intrm Microeconomic Analysis","3","","Lec","MWF","1000-1050","LUTR 137","Hamed, Hazem","19","Open",
"9060","ECON 372","1","Economic Dev Theory &amp; Policy","3","  WI","Lec","TR","0930-1045","LUTR 142","Pradhan, Gyanendra","19","Open",
"9259","ECON 395","2","SPC TP: Mod Mthds Data Science","3","","Lec","TR","1100-1215","TFAC 205","He, Zhaochen","19","Open",
"9061","ECON 470","1","International Trade/Finance","3","","Lec","MWF","1000-1050","FORBES 2012","Zestos, George","19","Open",
"9062","ECON 475","1","Money and Banking","3","","Lec","MWF","1100-1150","LUTR 137","Winder, Robert","26","Open",
"9063","ECON 490","1","WI:Senior Seminar in Economics","3","  WI","Lec","M","1800-2045","LUTR 131","Taylor, Travis","12","Open",
"9064","ECON 490","2","WI:Senior Seminar in Economics","3","  WI","Lec","TR","1100-1215","LUTR 131","Taylor, Travis","12","Open",
"9065","ECON 490","3","WI:Senior Seminar in Economics","3","  WI","Lec","TR","1500-1615","LUTR 131","Taylor, Travis","12","Open",
"8056","EENG 221","1","Signals and Systems","3","","Lec","MWF","1000-1050","LUTR 206","Backens, Jonathan","24","Open",
"8057","EENG 311","1","Electric Circuits II","3","","Lec","TR","1330-1445","LUTR 206","Doost Mohammadi, Farideh","24","Open",
"8058","EENG 311L","1","Electric Circuits II Lab","1","","Lab","R","1500-1745","LUTR 206","Doost Mohammadi, Farideh","18","Open",
"8059","EENG 311L","2","Electric Circuits II Lab","1","","Lab","R","1800-2045","LUTR 206","Fernandez, Jose","18","Open",
"8062","EENG 421","1","Industrial Control &amp; Data Acq.","3","","Lec","TR","1100-1215","LUTR 206","Doost Mohammadi, Farideh","24","Open",
"8060","EENG 461","1","Communication Systems II","3","","Lec","MWF","1300-1350","LUTR 206","Backens, Jonathan","24","Open",
"9233","EENG 495","1","SPC TP: Intro to Power Systems","3","","Lec","MWF","1400-1450","LUTR 206","Keshtkar Vanashi, Hessam","18","Open",
"8061","EENG 498","1","Electrical Engineerng Capstn 2","2","","Ind","MWF","1100-1150","LUTR 206","Backens, Jonathan","24","Open",
"8259","ENGL 123","1","First-Year Writing Seminar","3","  LLFW","Lec","MWF","0900-0950","MCM 162","Bunch, Imogene","19","Open",
"8268","ENGL 123","10","First-Year Writing Seminar","3","  LLFW","Lec","TR","1800-1915","MCM 310","Stewart, Nathan","19","Open",
"8260","ENGL 123","2","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1000-1050","MCM 162","Bunch, Imogene","19","Open",
