CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8791","NEUR 201","1","Introduction of Neuroscience","3","","Lec","MWF","1400-1450","FORBES 2070D","Salazar, Anna","48","Open",
"8795","NEUR 300","1","Biostats-Statstcl App Life Sci","3","","Lec","TR","0800-0915","FORBES 2090","Velkey, Andrew","24","Open",
"8796","NEUR 300L","1","Biostats-Statstcl App Life Lab","1","","Lab","TR","1100-1215","FORBES 2090","Velkey, Andrew","12","Open",
"8797","NEUR 301","1","WI: Research Mthds Neuroscienc","4","  WI","Lec","MWF","1100-1150","FORBES 2002","Campolattaro, Matthew","19","Open",
"8798","NEUR 301L","1","Research Mthds in Neur Lab","0","","Lab","M","1300-1545","FORBES 2002","Campolattaro, Matthew","19","Open",
"8792","NEUR 305","1","Neurobiology","3","","Lec","MWF","1000-1050","FORBES 2015","Burket, Jessica","48","Open",
"8793","NEUR 420","1","Neuroanatomy","3","","Lec","TR","1330-1445","FORBES 2070C","Mitrano, Darlene","39","Open",
"8794","NEUR 490","1","WI:Senior Sem in Neuroscience","3","  WI","Lec","TR","1500-1615","FORBES 2088","Burket, Jessica","15","Open",
"9271","NEUR 495","1","SPC TP: Molculr &amp; Cell Bio Agn","3","","Lec","MWF","1000-1050","FORBES 1033","Salazar, Anna","10","Open",
"8597","NSCI 310","1","The Study of Science","3","","Lec","W","1700-1945","MCM 216","Byron, Tami","48","Open",
"9253","PCSE 295L","1","SPC TP: Mechatrncs &amp; Cybr-Phys","1","","Lab","T","1500-1645","LUTR 206","Conner, David","12","Open",
"8236","PCSE 572","1","Intro to Robotics","3","","Lec","MWF","1500-1550","LUTR 170","Conner, David","9","Open",
"8237","PCSE 579","1","Problem Solving &amp; Presentation","1","","Lec","M","1300-1350","LUTR 323","Gore, David","24","Open",
"9238","PCSE 595","1","SPC TP: Machine Learning","3","","Lec","MWF","1400-1450","LUTR 323","Henry, Samuel","15","Open",
"8238","PCSE 699","1","Thesis Research","1 - 9","","Ind","M","1200-1250","LUTR 322","Monaghan, Peter","19","Open",
"8947","PHIL 101","1","Critical Thinking I","3","  LLFR","Lec","MW","1800-1915","MCM 200C","Pacella, Michael","18","Open",
"8948","PHIL 101","2","Critical Thinking I","3","  LLFR","Lec","MWF","1500-1550","MCM 357","Pacella, Michael","18","Open",
"8949","PHIL 101","3","Critical Thinking I","3","  LLFR","Lec","MWF","1300-1350","MCM 360","Pacella, Michael","18","Open",
"8950","PHIL 101","4","Critical Thinking I","3","  LLFR","Lec","W","1930-2215","MCM 207","Barber, Carey","18","Open",
"8951","PHIL 201","1","Ancient and Medieval Phil","3","  AIGM","Lec","TR","0800-0915","MCM 314","Davidson, James","18","Open",
"8952","PHIL 201","2","Ancient and Medieval Phil","3","  AIGM","Lec","TR","0930-1045","MCM 314","Davidson, James","18","Open",
"8953","PHIL 201","3","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","0900-0950","MCM 207","Jelinek, Elizabeth","18","Open",
"8954","PHIL 201","4","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","1000-1050","MCM 207","Jelinek, Elizabeth","18","Open",
"8955","PHIL 202","1","Modern Philosophy","3","  AIWT","Lec","TR","1100-1215","MCM 314","Davidson, James","18","Open",
"8956","PHIL 202","2","Modern Philosophy","3","  AIWT","Lec","TR","1330-1445","MCM 260","Strehle, Stephen","18","Open",
"8957","PHIL 202","3","Modern Philosophy","3","  AIWT","Lec","TR","1630-1745","MCM 162","Homan, Matthew","18","Open",
"8958","PHIL 202","4","Modern Philosophy","3","  AIWT","Lec","TR","1500-1615","MCM 162","Homan, Matthew","18","Open",
"8959","PHIL 205","1","The Anatomy of Thought","3","  LLFR","Lec","MWF","1100-1150","MCM 362","Silverman, Eric","39","Open",
"8960","PHIL 205","2","The Anatomy of Thought","3","  LLFR","Lec","MWF","1200-1250","MCM 362","Silverman, Eric","39","Open",
"8961","PHIL 207","1","Ethical Issues in Business","3","  LLFR","Lec","TR","1100-1215","MCM 312","Tweedt, Christopher","24","Open",
"8962","PHIL 207","2","Ethical Issues in Business","3","  LLFR","Lec","TR","1330-1445","MCM 114","Tweedt, Christopher","24","Open",
"8963","PHIL 207","3","Ethical Issues in Business","3","  LLFR","Lec","MWF","1100-1150","MCM 207","Balay, Joey","24","Open",
"8964","PHIL 207","4","Ethical Issues in Business","3","  LLFR","Lec","MWF","1200-1250","MCM 207","Balay, Joey","24","Open",
"8965","PHIL 207","5","Ethical Issues in Business","3","  LLFR","Lec","TR","1800-1915","MCM 212","Nachtigal, Aaron","29","Open",
"8966","PHIL 207","6","Ethical Issues in Business","3","  LLFR","Lec","TR","1930-2045","MCM 310","Nachtigal, Aaron","24","Open",
"9159","PHIL 207","7","Ethical Issues in Business","3","  LLFR","Lec","TR","1630-1745","MCM 212","Nachtigal, Aaron","29","Open",
"8967","PHIL 304","1","Ethics/Current Value Questions","3","","Lec","TR","1100-1215","MCM 200B","Homan, Matthew","18","Open",
"8968","PHIL 305","1","The Quest for Truth","3","  AIGM","Lec","MWF","1400-1450","MCM 257","Silverman, Eric","18","Open",
"8969","PHIL 317","1","Existentialism","3","  AIWT","Lec","MW","1600-1715","MCM 316","Balay, Joey","18","Open",
"8970","PHIL 321","1","WI:Legal Reasoning","3","  WI","Lec","R","1800-2045","MCM 200B","Atkins, Justin","18","Open",
"8971","PHIL 337","1","Radical Evil &amp; Phil of Law","3","","Lec","TR","0930-1045","TRIB 1213","Underwood, Lori; Hutchinson, Dawn","18","Open",
"8972","PHIL 349","1","Islamic Philosophy","3","  AIGM","Lec","MWF","1000-1050","MCM 216","Timani, Hussam","18","Open",
"8973","PHIL 384","1","Medical Ethics","3","  AIWT","Lec","MW","1600-1715","MCM 364","Tweedt, Christopher","18","Open",
"9275","PHIL 425","1","Constitutional Theory","3","","Ind","","","ARR ","Underwood, Lori","0","Closed",
"8974","PHIL 451","1","The Great Philosophers","3","","Lec","W","1800-2045","MCM 257","Redick, Kip","18","Open",
"8975","PHIL 490","1","WI: Senior Seminar","3","  WI","Lec","MWF","1300-1350","MCM 200C","Hutchinson, Dawn","18","Open",
"8203","PHYS 105L","1","Elementary Physics Lab","1","  AINW","Lab","R","1800-2045","LUTR 301","Staff, CNU","33","Open",
"8204","PHYS 105L","2","Elementary Physics Lab","1","  AINW","Lab","W","1800-2045","LUTR 301","Staff, CNU","33","Open",
"8205","PHYS 105L","3","Elementary Physics Lab","1","  AINW","Lab","R","1330-1615","LUTR 301","Staff, CNU","33","Open",
"8201","PHYS 141","1","How Things Work","3","  AINW","Lec","TR","1500-1615","LUTR 347","Cole, Leon","44","Open",
"8202","PHYS 141","2","How Things Work","3","  AINW","Lec","TR","1800-1915","LUTR 170","Cole, Leon","44","Open",
"9241","PHYS 144","1","Astronomy","3","  AINW","Lec","MW","1600-1715","LUTR 121","Lipatov, Mikhail","45","Open",
"9252","PHYS 144","2","Astronomy","3","  AINW","Lec","TR","1330-1445","FORBES 1022","Lipatov, Mikhail","45","Open",
"8206","PHYS 151","1","College Physics I","3","  AINW","Lec","TR","1100-1215","MCM 262","Cole, Leon","44","Open",
"8207","PHYS 151L","1","College Physics I Laboratory","1","  AINW","Lab","M","1800-2045","LUTR 310","Staff, CNU","33","Open",
"8208","PHYS 152","1","College Physics II","3","  AINW","Lec","TR","0930-1045","LUTR 121","Fisher, Ryan","99","Open",
"8209","PHYS 152","2","College Physics II","3","  AINW","Lec","TR","1100-1215","LUTR 121","McElhenny, Caroline","99","Open",
"8210","PHYS 152","3","College Physics II","3","  AINW","Lec","TR","1800-1915","LUTR 121","McHugh, Martin","49","Open",
"8211","PHYS 152L","1","College Physics II Laboratory","1","  AINW","Lab","W","1300-1545","LUTR 306","Staff, CNU","33","Open",
"8212","PHYS 152L","2","College Physics II Laboratory","1","  AINW","Lab","M","1400-1645","LUTR 306","Staff, CNU","33","Open",
"8213","PHYS 152L","3","College Physics II Laboratory","1","  AINW","Lab","M","0900-1145","LUTR 306","Staff, CNU","33","Open",
"8214","PHYS 152L","4","College Physics II Laboratory","1","  AINW","Lab","T","1800-2045","LUTR 306","Staff, CNU","33","Open",
"8215","PHYS 152L","5","College Physics II Laboratory","1","  AINW","Lab","T","1330-1615","LUTR 306","Staff, CNU","33","Open",
"8216","PHYS 152L","6","College Physics II Laboratory","1","  AINW","Lab","M","1800-2045","LUTR 306","Ungaro, Maurizio","33","Open",
"8217","PHYS 201","1","University Physics I","3","  AINW","Lec","MWF","1000-1050","FORBES 2070C","McElhenny, Caroline","24","Open",
"8218","PHYS 201L","1","University Physics I Lab","1","  AINW","Lab","M","1800-2045","LUTR 301","Staff, CNU","20","Open",
"8219","PHYS 202","1","University Physics II","3","  AINW","Lec","TR","0800-0915","LUTR 269","McElhenny, Caroline","24","Open",
"8220","PHYS 202","2","University Physics II","3","  AINW","Lec","TR","1500-1615","LUTR 142","Brash, Edward","24","Open",
"8221","PHYS 202","3","University Physics II","3","  AINW","Lec","TR","1330-1445","LUTR 322","Gore, David","24","Open",
"8222","PHYS 202L","1","University Physics II Lab","1","  AINW","Lab","R","0930-1215","LUTR 310","Staff, CNU","22","Open",
"8223","PHYS 202L","2","University Physics II Lab","1","  AINW","Lab","R","1800-2045","LUTR 310","Staff, CNU","22","Open",
"8224","PHYS 202L","3","University Physics II Lab","1","  AINW","Lab","W","1800-2045","LUTR 310","Staff, CNU","22","Open",
"8225","PHYS 301","1","Intermed Classical Mechanics","3","","Lec","TR","1330-1445","TRIB 1210","Walker, Marissa","19","Open",
"8226","PHYS 340","1","Methods of Theoretical Physics","3","","Lec","TR","0930-1045","LUTR 131","Heddle, David","19","Open",
"8227","PHYS 402","1","Quantum Physics","3","","Lec","TR","1330-1445","MCM 300D","Fisher, Ryan","8","Open",
"8228","PHYS 404","1","Electrodynamics","3","","Lec","MWF","1100-1150","LUTR 301","Heddle, David","19","Open",
"8229","PHYS 406","1","Thermodynamics","3","","Lec","MWF","1000-1050","LUTR 301","Gore, David","19","Open",
"9242","PHYS 495","1","SPC TP:Intro Nuc/Particle Phys","3","","Lec","TR","0930-1045","LUTR 301","Monaghan, Peter","8","Open",
"8230","PHYS 498","1","WI:Capstone Proj, Appl Physics","1 - 3","  WI","Ind","MW","1800-1915","LUTR 322","Gore, David","19","Open",
"8231","PHYS 502","1","Quantum Physics","3","","Lec","TR","1330-1445","MCM 300D","Fisher, Ryan","8","Open",
"8232","PHYS 504","1","Electromagnetic Theory","3","","Lec","MWF","1100-1150","LUTR 301","Heddle, David","9","Open",
"8233","PHYS 506","1","Thermodynamics/Statisticl Phys","3","","Lec","MWF","1000-1050","LUTR 301","Gore, David","9","Open",
"8234","PHYS 521","1","Computer Architecture","3","","Lec","TR","0800-0915","LUTR 170","Gerousis, Costa","9","Open",
"8235","PHYS 522","1","Microprocessor-base Systems","3","","Lec","TR","1500-1615","LUTR 322","Wang, Dali","9","Open",
"9245","PHYS 595","1","SPC TP:Intro Nuc/Particle Phys","3","","Lec","TR","0930-1045","LUTR 301","Monaghan, Peter","8","Open",
"8598","PMED 010","1","Pre-med Scholars Prgm Act I","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","48","Open",
"8599","PMED 020","1","Pre-med Scholars Prgm Act II","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","48","Open",
"8600","PMED 030","1","Pre-med Scholars Prgm Act III","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","48","Open",
"8601","PMED 040","1","Pre-med Scholars Prgm Act IV","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","48","Open",
"8013","POLS 100","1","Political Thought and Society","3","","Lec","M","1800-2100","MCM 362","Hasanovic, Huso","19","Open",
"8014","POLS 100","2","Political Thought and Society","3","","Lec","TR","0930-1045","MCM 310","Lynerd, Benjamin","25","Open",
"8015","POLS 100","3","Political Thought and Society","3","","Lec","TR","1100-1215","MCM 310","Lynerd, Benjamin","25","Open",
"8016","POLS 101","1","Power and Politics in America","3","  AIDE","Lec","MWF","1100-1150","LUTR 121","Camobreco, John","95","Open",
"8017","POLS 101","2","Power and Politics in America","3","  AIDE","Lec","MWF","1400-1450","MCM 314","Rader, Katherine","19","Open",
"8018","POLS 101","3","Power and Politics in America","3","  AIDE","Lec","MW","1600-1715","MCM 210","Little, David","19","Open",
"8019","POLS 202","1","State and Local Government","3","","Lec","T","1800-2100","MCM 364","Reiske, William","19","Open",
"8020","POLS 202","2","State and Local Government","3","","Lec","R","1800-2100","MCM 364","Reiske, William","19","Open",
"8021","POLS 215","1","Comprtv &amp; Intnl Politics","3","","Lec","TR","1630-1745","MCM 362","Bennett, Mouse","19","Open",
"8022","POLS 215","2","Comprtv &amp; Intnl Politics","3","","Lec","TR","1800-1915","MCM 362","Bennett, Mouse","19","Open",
"8023","POLS 215","3","Comprtv &amp; Intnl Politics","3","","Lec","T","1800-2100","MCM 207","Caballero, Sandra","19","Open",
"9156","POLS 240","1","The Sprme Court in Amer Politi","3","  AIDE","Lec","TR","1800-1915","MCM 257","Campolongo, John","19","Open",
"9157","POLS 240","2","The Sprme Court in Amer Politi","3","  AIDE","Lec","TR","1930-2045","MCM 257","Campolongo, John","19","Open",
"8026","POLS 316","1","Constitutional Law","3","","Lec","MWF","1100-1150","MCM 114","Rader, Katherine","19","Open",
"8027","POLS 316","2","Constitutional Law","3","","Lec","MWF","1200-1250","MCM 114","Rader, Katherine","19","Open",
"8028","POLS 320","1","Religion &amp; Politics in the US","3","","Lec","MWF","1000-1050","LUTR 264","Camobreco, John","25","Open",
"8029","POLS 329","1","International Human Rights","3","","Lec","TR","1100-1215","MCM 210","Parente, Francesca","25","Open",
"8030","POLS 329","2","International Human Rights","3","","Lec","TR","1500-1615","MCM 262","Parente, Francesca","25","Open",
"8031","POLS 338","1","Polit of Weapons Proliferation","3","","Lec","MWF","1000-1050","MCM 210","Busch, Nathan","25","Open",
"8032","POLS 352","1","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","0930-1045","MCM 110","Chouhoud, Youssef","17","Open",
"8033","POLS 352","2","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","1330-1445","MCM 110","Chouhoud, Youssef","17","Open",
"8034","POLS 353","1","East Asian Politics","3","","Lec","TR","0930-1045","MCM 362","Sun, Taiyi","19","Open",
"8035","POLS 353","2","East Asian Politics","3","","Lec","TR","1100-1215","MCM 362","Sun, Taiyi","19","Open",
"8036","POLS 357","1","Classical Political Thought","3","","Lec","TR","1330-1445","MCM 364","Busch, Nathan","19","Open",
"8037","POLS 358","1","Modern Political Thought","3","","Lec","MWF","1500-1550","MCM 210","Little, David","19","Open",
"8038","POLS 371","1","WI: Public Policy &amp; Governance","3","  WI","Lec","MWF","1300-1350","MCM 262","Bromley-Trujillo, Rebecca","19","Open",
"8039","POLS 380","1","Terrorism","3","","Lec","M","1800-2100","MCM 160","Shelton, Crystal","19","Open",
"8040","POLS 380","2","Terrorism","3","","Lec","TR","1330-1445","MCM 357","Shelton, Crystal","19","Open",
"8041","POLS 380","3","Terrorism","3","","Lec","TR","1500-1615","MCM 357","Shelton, Crystal","19","Open",
"8042","POLS 382","1","Women and Politics","3","","Lec","TR","0930-1045","MCM 207","Barnello, Michelle","19","Open",
"8043","POLS 382","2","Women and Politics","3","","Lec","TR","1100-1215","MCM 207","Barnello, Michelle","19","Open",
"9206","POLS 395","1","SPC TP: Democracy &amp; Dem Brkdwn","3","","Lec","TR","1500-1615","MCM 114","Chouhoud, Youssef","19","Open",
"9207","POLS 395","2","SPC TP: Intel Comm: Prof &amp; Art","3","","Lec","TR","1630-1745","MCM 307","Holt, John","24","Open",
"9208","POLS 395","3","SPC TP: Russian Politics","3","","Lec","W","1800-2100","MCM 160","Tacosa, Corliss","19","Open",
"8044","POLS 454","1","American Political Behavior","3","","Lec","MW","1600-1715","MCM 312","Bromley-Trujillo, Rebecca","25","Open",
"8045","POLS 490","1","WI:Senior Seminar in Poli Sci","3","  WI","Lec","TR","1330-1445","MCM 200C","Barnello, Michelle","10","Open",
"8046","POLS 490","2","WI:Senior Seminar in Poli Sci","3","  WI","Lec","TR","1500-1615","MCM 200D","Sun, Taiyi","10","Open",
"8047","POLS 490","3","WI:Senior Seminar in Poli Sci","3","  WI","Lec","TR","0930-1045","MCM 210","Shelton, Crystal","10","Open",
"8048","POLS 491","1","Political Science Internship","3","","Int","","","ARR ","Barnello, Michelle","10","Open",
"8799","PSYC 201","1","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","MWF","1300-1350","MCM 101","Gibbons, Jeffrey","95","Open",
"8800","PSYC 201","2","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","TR","0930-1045","FORBES 1022","Greenlee, Shelia","95","Open",
"8801","PSYC 202","1","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","TR","1100-1215","FORBES 1022","Cartwright, Kelly","95","Open",
"8802","PSYC 202","2","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","MWF","1400-1450","FORBES 1022","Dow, Gayle","95","Open",
"8803","PSYC 207","1","Lifespan Development","3","","Lec","TR","1630-1745","FORBES 2070D","Frieden, Fredrick","45","Open",
"8804","PSYC 207","2","Lifespan Development","3","","Lec","TR","1500-1615","FORBES 2070D","Frieden, Fredrick","45","Open",
"8805","PSYC 208","1","Child Development","3","","Lec","MWF","0900-0950","MCM 164","Leon, Heather","45","Open",
"8806","PSYC 208","2","Child Development","3","","Lec","TR","1330-1445","FORBES 2070E","Sulzberger, Robert","45","Open",
"8807","PSYC 208","3","Child Development","3","","Lec","TR","1500-1615","FORBES 2070E","Sulzberger, Robert","45","Open",
"8808","PSYC 300","1","Statistical Appl-Soc Sci Rsrch","3","","Lec","MWF","1200-1250","FORBES 2090","Niehaus, Jeffrey","34","Open",
"8809","PSYC 300","2","Statistical Appl-Soc Sci Rsrch","3","","Lec","MWF","0900-0950","FORBES 2090","Niehaus, Jeffrey","34","Open",
"8810","PSYC 300","3","Statistical Appl-Soc Sci Rsrch","3","","Lec","TR","1500-1615","FORBES 2090","Riggins, Earl","34","Open",
"8811","PSYC 301","1","WI:Research Mthds in Psych","3","  WI","Lec","TR","1100-1215","FORBES 2009","Gibbons, Jeffrey","17","Open",
"8812","PSYC 301","2","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1200-1250","FORBES 2014","Lange, Michelle","17","Open",
"8813","PSYC 301","3","WI:Research Mthds in Psych","3","  WI","Lec","TR","0800-0915","FORBES 2009","Leon, Heather","17","Open",
"8814","PSYC 301","4","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1000-1050","FORBES 2090","Pressley, Timothy","17","Open",
"8815","PSYC 301L","1","Research Methods Laboratory","1","","Lab","TR","1330-1445","FORBES 2009","Gibbons, Jeffrey","17","Open",
"8816","PSYC 301L","2","Research Methods Laboratory","1","","Lab","MWF","1300-1350","FORBES 2014","Lange, Michelle","17","Open",
"8817","PSYC 301L","3","Research Methods Laboratory","1","","Lab","TR","0930-1045","FORBES 2009","Leon, Heather","17","Open",
"8818","PSYC 301L","4","Research Methods Laboratory","1","","Lab","MWF","1100-1150","FORBES 2090","Pressley, Timothy","17","Open",
"8820","PSYC 304","2","Social Psychology","3","","Lec","MWF","1400-1450","LUTR 269","Hart, Jason","26","Open",
"8821","PSYC 305","1","Psychology of Learning","3","","Lec","MWF","1000-1050","FORBES 2070D","Campolattaro, Matthew","45","Open",
"8822","PSYC 306","1","History and Systems of Psych","3","","Lec","MWF","1100-1150","FORBES 2074","Doolittle, Dorothy","45","Open",
"8823","PSYC 306","2","History and Systems of Psych","3","","Lec","MWF","1000-1050","FORBES 2074","Doolittle, Dorothy","45","Open",
"8824","PSYC 312","1","Educational Psychology","3","","Lec","MWF","0900-0950","FORBES 2074","Riggins, Earl","45","Open",
"8825","PSYC 312","2","Educational Psychology","3","","Lec","MWF","1500-1550","FORBES 2074","Riggins, Earl","45","Open",
"8826","PSYC 313","1","Human Relations-Organizations","3","","Lec","TR","1500-1615","FORBES 2009","Leon, Heather","19","Open",
"8827","PSYC 314","1","Psychology of Personality","3","","Lec","TR","1100-1215","MCM 164","Lee, Sherman","45","Open",
"8828","PSYC 314","2","Psychology of Personality","3","","Lec","TR","1330-1445","FORBES 2074","Lee, Sherman","45","Open",
"8829","PSYC 315","1","Psychology-Abnormal Behavior","3","","Lec","TR","0930-1045","FORBES 2074","Lange, Michelle","45","Open",
"8830","PSYC 315","2","Psychology-Abnormal Behavior","3","","Lec","TR","1100-1215","FORBES 2074","Lange, Michelle","45","Open",
"8831","PSYC 320","1","Psychology of Gender","3","","Lec","R","1800-2045","FORBES 2015","Roberts, Angie","45","Open",
"8832","PSYC 336","1","Death, Dying, &amp; Bereavement","3","","Lec","M","1800-2045","FORBES 2015","Lee, Sherman","45","Open",
"8833","PSYC 350","1","Forensic Psychology","3","","Lec","TR","0800-0915","FORBES 2070D","Romito, Meredith","45","Open",
"8834","PSYC 360","1","Evolutionary Psychology","3","","Lec","TR","1500-1615","FORBES 2002","Niehaus, Jeffrey","24","Open",
"9217","PSYC 395","1","SPC TP:Play Pediatric Hlth/Dev","3","","Lec","TR","0930-1045","FORBES 2070A","Cartwright, Kelly","35","Open",
"9201","PSYC 395L","1","SPC TP: Biostatistics Lab","1","","Lab","TR","1100-1215","FORBES 2090","Velkey, Andrew","10","Open",
"8835","PSYC 405","1","Motivation and Emotion","3","","Lec","MWF","0900-0950","FORBES 2070D","Hicks, Lindsey","37","Open",
"8836","PSYC 405L","1","Motivation and Emotion Lab","1","","Lab","MWF","1000-1050","FORBES 2009","Hicks, Lindsey","18","Open",
"8837","PSYC 405L","2","Motivation and Emotion Lab","1","","Lab","MWF","1100-1150","FORBES 2009","Hicks, Lindsey","19","Open",
"8838","PSYC 406","1","Sensation and Perception","3","","Lec","TR","0930-1045","FORBES 2070D","Lipatova, Olga","38","Open",
"8839","PSYC 406L","1","Sensation and Perception Lab","1","","Lab","TR","1100-1215","FORBES 2002","Lipatova, Olga","19","Open",
"8841","PSYC 406L","2","Sensation and Perception Lab","1","","Lab","TR","1330-1445","FORBES 2002","Lipatova, Olga","19","Open",
"8842","PSYC 408","1","Psychopharmacology","3","","Lec","MWF","1200-1250","FORBES 2070E","Fernandez, Gina","38","Open",
"8843","PSYC 408L","1","Psychopharmacology Lab","1","","Lab","MWF","1400-1450","FORBES 2009","Fernandez, Gina","19","Open",
"8844","PSYC 408L","2","Psychopharmacology Lab","1","","Lab","MWF","1500-1550","FORBES 2009","Fernandez, Gina","19","Open",
"8845","PSYC 409","1","Behvr Medicine/Hlth Psyc","3","","Lec","W","1800-2045","FORBES 2070D","Berry, Thomas","38","Open",
"8846","PSYC 409L","1","Behvr Medicine/Hlth Psyc Lab","1","","Lab","TR","1800-1915","FORBES 2088","Berry, Thomas","19","Open",
"8847","PSYC 409L","2","Behvr Medicine/Hlth Psyc Lab","1","","Lab","TR","1630-1745","FORBES 2088","Berry, Thomas","19","Open",
"8848","PSYC 420","1","Human Sexuality","3","","Lec","TR","1330-1445","FORBES 2070D","Frieden, Fredrick","45","Open",
"8849","PSYC 451","1","Adv Stat and Multivar Analysis","3","","Lec","MWF","1300-1350","FORBES 2090","Marshall, Timothy","19","Open",
"8850","PSYC 451L","1","Adv Stat &amp; Multivar Anyls Lab","1","","Lab","MWF","1400-1450","FORBES 2090","Marshall, Timothy","19","Open",
"8851","PSYC 490","1","WI: Senior Seminar in Psych","3","  WI","Lec","MWF","0800-0850","FORBES 2014","Doolittle, Dorothy","18","Open",
"8852","PSYC 490","2","WI: Senior Seminar in Psych","3","  WI","Lec","TR","1330-1445","FORBES 2014","Hart, Jason","18","Open",
"8853","PSYC 490","3","WI: Senior Seminar in Psych","3","  WI","Lec","TR","1500-1615","FORBES 2014","Hart, Jason","17","Open",
"8854","PSYC 490","4","WI: Senior Seminar in Psych","3","  WI","Lec","TR","0930-1045","FORBES 2002","Niehaus, Jeffrey","17","Open",
"8855","PSYC 491","1","Practicum in Psychology","3","","Lec","MWF","1200-1250","FORBES 2002","Greenlee, Shelia","12","Open",
"9202","PSYC 495","1","SPC TP: Positive Psychology","3","","Lec","MWF","1100-1150","FORBES 2070D","Antaramian, Susan","38","Open",
"9204","PSYC 495L","1","SPC TP: Positive Psychology Lb","1","","Lab","MWF","1200-1250","FORBES 2009","Antaramian, Susan","19","Open",
"9205","PSYC 495L","2","SPC TP: Positive Psychology Lb","1","","Lab","MWF","1300-1350","FORBES 2009","Antaramian, Susan","19","Open",
"8856","PSYC 521","1","Reading Acquisition &amp; Devlpmnt","3","","Lec","M","1600-1845","FORBES 2014","Savage, Donna","18","Open",
"8857","PSYC 535","1","Exceptional Learner","3","","Lec","R","1630-1915","FORBES 2070E","Sulzberger, Robert","17","Open",
"8858","PSYC 544","1","Assessment of Learning","3","","Lec","T","1630-1915","FORBES 2070E","Pressley, Timothy","18","Open",
"8976","RSTD 211","1","Religions of the East","3","  AIGM","Lec","MWF","0900-0950","MCM 200B","Thompson, John","18","Open",
"8977","RSTD 211","2","Religions of the East","3","  AIGM","Lec","MWF","1000-1050","MCM 200B","Thompson, John","18","Open",
"8978","RSTD 211","3","Religions of the East","3","  AIGM","Lec","TR","1330-1445","MCM 200B","McClenney, David","18","Open",
"8979","RSTD 211","4","Religions of the East","3","  AIGM","Lec","TR","1500-1615","MCM 200B","McClenney, David","18","Open",
"8980","RSTD 212","1","Religions of the West","3","  AIWT","Lec","MWF","1400-1450","MCM 307","Thompson, John","18","Open",
"8981","RSTD 212","2","Religions of the West","3","  AIWT","Lec","MWF","1200-1250","MCM 360","Timani, Hussam","18","Open",
"8982","RSTD 212","3","Religions of the West","3","  AIWT","Lec","MWF","1300-1350","MCM 364","Gardner, Patrick","18","Open",
"8983","RSTD 212","4","Religions of the West","3","  AIWT","Lec","MWF","1400-1450","MCM 364","Gardner, Patrick","18","Open",
"8984","RSTD 212","5","Religions of the West","3","  AIWT","Lec","TR","1500-1615","MCM 216","Fallon, Kerry","18","Open",
"8985","RSTD 212","6","Religions of the West","3","  AIWT","Lec","TR","1630-1745","MCM 216","Fallon, Kerry","18","Open",
"8986","RSTD 232","1","The Vision of Christianity","3","  AIWT","Lec","MW","1600-1715","MCM 257","Strehle, Stephen","18","Open",
"8987","RSTD 236","1","Sacred Comm, Sacred Journeys","3","  AIWT","Lec","TR","0930-1045","MCM 200B","Bakkum, Carleton","18","Open",
"9141","RSTD 304","1","Catholic Theology &amp; Social Tch","3","  AIWT","Lec","MWF","1100-1150","MCM 200B","Gardner, Patrick","18","Open",
"8989","RSTD 312","1","Religion and the Arts","3","  AICE","Lec","TR","1100-1215","TRIB 1213","Hutchinson, Dawn","18","Open",
"8990","RSTD 319","1","Religion and American Identity","3","","Lec","MWF","0900-0950","MCM 210","Hutchinson, Dawn","18","Open",
"8991","RSTD 321","1","The Church and State","3","  AIWT","Lec","TR","0930-1045","MCM 216","Strehle, Stephen","18","Open",
"8992","RSTD 326","1","WI:  Religion in the Movies","3","  WI","Lec","T","1800-2045","MCM 114","Redick, Kip","18","Open",
"8098","SOCL 201","1","Global Social Problems","3","  AIGM","Lec","TR","1330-1445","FERG 201","Bennett, Mouse","35","Open",
"8099","SOCL 205","1","Sociological Foundations","3","","Lec","MWF","0800-0850","LUTR 242","Lewis, Michael","35","Open",
"8100","SOCL 205","2","Sociological Foundations","3","","Lec","MWF","0900-0950","LUTR 242","Lewis, Michael","35","Open",
"9222","SOCL 303","1","Reimagining the Family","3","","Lec","TR","1100-1215","TFAC 204","Reddy, Shilpa","19","Open",
"9223","SOCL 303","2","Reimagining the Family","3","","Lec","TR","0930-1045","TFAC 204","Reddy, Shilpa","19","Open",
